title,author,type,audience,genre,faust_numbers,isbns,n_loans,top10k
Væk,Alice Munro,Bog,voksenmaterialer,skønlitteratur,28197497;29861773;52611032;48639534;38499971;51754565;01307665,,1653,9940
Æsops fabler,,Billedbog,børnematerialer,"dyrefortællinger,fabler",23922924;27163734;28570473;29251037;22182498;21509116;54147066;24874338;05271533,99122676861705763,1685,9941
Vintermad,Casper Sobczyk,Bog,"alment niveau,voksenmaterialer",madlavning,38361333;52113121;52735734;29570388,99122784659205763;99122226276705763,1426,9942
Fænomenologi,,Bog,"fagligt niveau,voksenmaterialer",erkendelsesteori. metafysik,29831874;55110271;24592308;47346827,99122736180205763;99122676743505763;99122400841905763;99123305345505763,1592,9943
Uendelige verden,Ken Follett,Bog,voksenmaterialer,historiske romaner,53121292;27834280;28891229;52545145;27188311;27435599,99122056111805763;99122222382405763;99122209585605763;99122317436005763,2026,9944
Ekstremsport,Martin Paarup Andersen,Bog,"folkeskoleniveau,børnematerialer",idræt,46441419;62393815;52899710;28114591,,1393,9945
Nøglen,Pavel ech,Billedbog,børnematerialer,skønlitteratur,62056746;29564809;29861706;51392779;28366965;01337300,99122759549105763;99122431453605763,1542,9946
Meditation,Svend Trier,Bog,"alment niveau,voksenmaterialer",psykisk sundhed,26964679;51081463;28477007;43494201;22921533;21269387;24902226;20595914;22051814;01029932;06830366;06734804,99123455713805763;99122257495105763;99122666275105763;99122212209205763;99122727476405763;99122859304405763;99122181111805763;99121964367205763;99122124617505763;99122367398505763,1381,9947
Peter Plys,K. Emily Hutta,Billedbog,børnematerialer,skønlitteratur,46451627;51292367;21099783;23102404;28523033;01650939;24223574;04910567;07068085;06243134;23155834;21168319;01650874,99122199012405763,1980,9948
Vejen til Jerusalem,Jan Guillou,Bog,voksenmaterialer,skønlitteratur,27073298;27034365;24272591;22223607;22677624;21828475,,1605,9949
Blæksprutter,Lena Lamberth,Bog,"folkeskoleniveau,børnematerialer",bløddyr,54524390;24994465;62441305;25799828,,1456,9950
Køer,,Bog,"folkeskoleniveau,børnematerialer",kvæg,23814005;48586708;29618488;21668893;26652243,99122837038905763,1628,9951
Christian 4.,Inger Byrjalsen,Bog,"folkeskoleniveau,børnematerialer",1536-1660,23296977;61992693;54225083;51207122;26215862;52154405;06633692;20846917,,1541,9952
I skoven,Angela Weinhold,Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer","økologi. biogeografi,løft og kig",27439829;27449859;52122287;22462768;23278405;27748775,99122235647905763;99122447987005763,1367,9953
De små synger,,Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer","vokalmusik for børn,børnesange",28956258;22108875;54163401;43434500;20367989;06908608;01272551;07332394;48865461;25142136,99123523531405763;99122054472505763,1557,9954
Moby Dick,Herman Melville,Bog,voksenmaterialer,søfortællinger,28984324;62004746;51367693;26706890;23471647;22018167;44303116;53510396;29798524;05555345;05298873;44056933;01192949;21674931;40023356;54094388;39238284;47940923;45097161;45612120;42102237;09292292;44130688;43073222;40975233;42963356;406228;41153652,99122966041505763;99122274223105763;99122442421105763;99122431195505763,2337,9955
Grøntsager,Malte Gaarde Meyenburg,Bog,"alment niveau,voksenmaterialer",råkost. vegetarisk mad,135012483;38499874;47961289;134023538;134023244;134023422;134023074;134023414;134023481;134023163;134023473;134023406;134023139;29413134;134023503;134023384;134023465;20749857;134023546;134023228,99123355591605763,1643,9956
Bondegårdsdyr,,Billedbog,"førskoleniveau,børnematerialer","husdyrbrug,pegebøger",52430240;46474635;29702675;54083009;135882356;25064445;133960015;26952670;133960074;29139881;133960058;28692412;41550295,99122784527205763,1685,9957
#NAME?,Torben Lamberth,Billedbog,børnematerialer,rim,52915953;52507286;52915910;24357597;29320527;21446947;27747884;53604943;28394276;06597319;06298273;25045106;28693710;55121230;48411398;06220592;47075459;06452949;21533092;05706440;26950082;24437744;21948977;21570257;22240021;08711615;05059437;06051197;20575360;05405459;20115572;01425447;06316662;45861686;27200281;06190936;25688546;23203316;24836967;05080657;06271219;04661486;01357255;07354398;51317793;04328752;07094841;06472389;28496435;05590507;08532605;06595707;06682839;06126278;04298993;27233392;01345214;26074800;07152337;07012535;22203312;01325310;04155750;06476856;05741424;06605362;07126433;06892442;06781551;07842546;07294999;04021142;20224630;06885179;06003818;06284140;01338838;04659996;29604967;26182794;08531560;06315585;08232539;53912036;05386950;05718597;04563077;21841242;22927345;07072619;23134926;01356836;07342144;07711247;08034273;07812361;09175806;07300166;07166583;21260401;21705039;20411945;02279258;00997897;01432532;06269265;06452507;06353193;06376789;05780039;06694012;04970896;05517540;05446929;05504589;05582156;05252180;540045;28014767;25397673,99122072202105763;99122676481105763;99122241853205763;99122473090605763;99122494328705763;99122465453605763;99122967266305763;99122227229205763;99122321704705763;99122544335005763;99122749343905763;99123440289005763;99122170745005763;99122316267005763;99122347177405763;99122277286305763;99122034549005763;99121921783905763;99121911185005763;99122098377805763;99122098297105763;99122632051805763;99122628928205763;99122409637305763;99122352637505763;99122380079305763;99122515953105763,3903,9958
Napoleon,Ole Bygbjerg,Bog,"folkeskoleniveau,børnematerialer",biografier af enkelte personer,50815412;47404762;51222989;50620506;25900472;27607357;26116031;25858123;07261217;51487400;55099243;28156693;07601115;45123170;01494597;08545030;43461729;08544948;01494678;01745964;43405764,99122205307305763;99122275942805763;99122544109805763;99122398597705763,1817,9959
Vand,"Núria Jiménez,Empar Jiménez",Billedbog,"førskoleniveau,folkeskoleniveau,børnematerialer",oceanografi. limnologi,48848656;28496516;61607951;134106263;25825314;52304393;27899137;06755984;22735578;51616448;07253168;23495333;20659378;07317514;07022050;20729937;01850881;26022649,,1737,9960
Sara,Toril Brekke,Bog,voksenmaterialer,skønlitteratur,24174565;46519434;62793716;05882117;06843808;05061261;01355058;20036184,99122731663705763;99122592761805763;99122543367605763,1426,9961
Den gale professor,Jørn Jensen (f. 1946),Bog,børnematerialer,gys,46798457;24795691;50931242;26315212,99122030034305763;99122604993505763,1594,9962
Mansfield Park,Jane Austen,Bog,voksenmaterialer,skønlitteratur,46466594;51807596;22276484;46596714;46094719;43217089;44638541;42834602;45860086;41469064;54198027;25311469;01101080;45844056;44169959;40615105;38665065;01101072;42274216;41445262,99122235890105763;99122138642605763;99122435997305763,1388,9963
Sne,Orhan Pamuk,Bog,voksenmaterialer,skønlitteratur,26170818;51273486;62462922;53640486;54082819;23248417;28422954;24719537;27791670;24788628;01348299;26655358;20033355;575715,99122180294505763;99122329652105763,1447,9964
Zoneterapi,Inge Dougans,Bog,"fagligt niveau,voksenmaterialer",fysiske behandlingsformer,26693241;25066626;47812518;21143065;25773403;23453606;07313373;22468707;61860533;49259247;42425990;05684927;20114630;25136020;07319258;482328,99122988783305763;99121949677705763;99122706820905763;99122332007405763;99122649999405763,1727,9965
Den udstødte,Michelle Paver,Bog,børnematerialer,"dyrefortællinger,spænding",50639886;51256808;38911074;27969410;50759407;51203798;23971542,,1628,9966
Kunstig intelligens,Henry Brook,Bog,"folkeskoleniveau,børnematerialer",elektrisk fjernstyring. robotteknik,53347959;53982875;134968559;134704292;136335928;136177397;24557081,99124359680005763;9910142279105765;99122502681405763,1546,9967
American psycho,Bret Easton Ellis,Bog,voksenmaterialer,"psykologisk thriller,samfundssatire",28750943;22952781;45271129;22952773;07338295;136242571;09169490;134139455;42786764;07262310;44532611;22446487;457239,99122325567605763;99122477649905763;99122384364505763;99121968622305763;99122228654905763;99122297977205763,1376,9968
Solen går sin gang,Ernest Hemingway,Bog,voksenmaterialer,skønlitteratur,62257016;51967550;27953298;22806475;05848873;06544479,99124028852405763;99122149318405763,1865,9969
Jesus,Kasper Bro Larsen,Bog,"alment niveau,voksenmaterialer",jesu liv,45932842;26974798;54935048;46455347;27175767;53429580;23542803;54605153;23971534;22643215;05231337;46758331;22527355;25690419;02291398;08475741;01943286;06904564,99122511612505763;99122579497005763;99122926776305763;99122127698805763;99122614843405763;99122529089705763;99122687911205763;99122635706805763;99122525515605763,1449,9970
Daggry,Stephenie Meyer,Bog,børnematerialer,dark fantasy,29253153;46870239;46936841;61398864;27986404;28554346;54984464;06627153;01207415;06897967;51077555,99122425935005763;99122489903005763,1460,9971
Håndbog i sygepleje,,Bog,"fagligt niveau,voksenmaterialer",sygepleje,52843952;47367573;46290224;46557875;39239477;47917727;47917743;47823374;39239507;62156023;134311452;135642347;134311487;135184179;136250809;136250787;2642075,99123305293905763;99122065122805763;99122654175405763;99123331816905763;99121992981905763;99122779332505763;99123331818105763,3041,9972
Aktivt dansk,,Bog,"fagligt niveau,alment niveau,voksenmaterialer",dansk som fremmedsprog,26274133;26575753;44857375;22744658;26593832;25700902;26188490;26188512;25769740;25944097;27753795;28056982;23271206;25239830;25111885;28057032;07226098;06707572,99122985584505763;99122886297905763;99122196962705763;99122036559605763;99121951007505763;99122522761405763,1529,9973
Islam,Peter Garde,Bog,"folkeskoleniveau,børnematerialer",islam,23752115;51728459;29189110;24413586;24805263;51877276;23798425;26950201;25550218;46358546;22727508;24234371;21016039;21189391;1229080;05728398;05534747;42472573;45345602;23618575;22687794;21731110;06904165;43770217;21443964;20034823;20362693;54368674;1973232;52041716;1223920;125268943;189082;01216287;821319;480483;500050;43998404;375676;42906379,99122778372105763;99122645410205763;99122915549405763;99122752524305763;99122818273705763;99122951296705763;99122342848805763;99122670155805763;99122360866505763;99122366423505763,1853,9974
Nattevagt,Helene Tursten,Bog,voksenmaterialer,krimi,25042786;51102525;134119632;28968035;26945879;25607082;46138244;01314785;29945985;40156437;04498666;21072931;21296104;04448227,99122311771605763;99122733763105763;99122948980405763;99122899830105763;99122685517605763,1558,9975
Et juleeventyr,,Bog,børnematerialer,skønlitteratur,07136439;54579403;21845787;28519443;26330793;21971227;06688349;51955099;134785543;28499647;05712734;62992107;27034454;23219794;07124317;07304099;135035777;21412600;06475264,99122068720905763;99122580926005763;99122409437105763;99122417084905763,2774,9976
Croatia,"Peter Dragicevich,Anthony Ham,Jessica Lee",Bog,"alment niveau,voksenmaterialer",kroatien,46408837;45887022;54634145;39570513;62117516;52401283;45392279;45674797;52305306;45042022;51190971;45911896;44642611;24766209;26555914;45376168;24936023;44982072;44355612;43211641;25718305;43683330;44896052;45408191;44901331;44711079;25910168;43211544;44206005;44904993;43654985;41537280,99122186841905763;99122027593605763;99122937621405763;99122733537605763;99122484514305763,1607,9977
Iceland,Alexis Averbuck,Bog,"alment niveau,voksenmaterialer",island,46672038;62117346;48225055;53423345;45409295;47278228;51822226;48002536;45554805;45910660;54235356;54276753;45170020;62014024;45911934;62581131;44861089;38297783;26558557;45066185;52704979;51324838;25261488;44820714;44338971;45543498;135625132;43942921;44827573;48704824;44464225;44638630;43858009;39434792;43751786;22430394;53416578;43147633;43056956;43506099;44163918;43009443;45281671;09278680;03787826;43821237;45051560;42104892,99122191282705763;99122013476005763;99122480980605763,2441,9978
Chokolade,Ida Toldbod,Bog,"folkeskoleniveau,børnematerialer",nydelsesmidler. stimulanser,23499894;29720231;62363932;22422987;27933599;51821122;23158574;27709605;27266797;29141460;21021865;45140709;22203053;24991946;22663097;45041271;29132658;28070772;22050583;134105429,99124025448905763;99122833562005763;99122134278905763;99122671237005763;99122269732705763;99122523977705763,1609,9979
Naturlig hormonterapi,"Anette Paulin,Jens-Ole Paulin",Bog,"alment niveau,voksenmaterialer",farmakologi,52103037;51000404;51961560;52173957;51475658;51359534,99122448391305763;99122187763705763;9920740409905762;99122738067405763,1651,9980
Socialret,Kirsten Ketscher,Bog,"fagligt niveau,voksenmaterialer",socialret. socialforvaltning og organisation,51452445;38743872;48802923;52907063;53715273;27146260;45975185;52111226;23379481;2385193,99122884710105763;99123462568105763;99123669747005763;99122780078005763;99123520472005763;99122831337405763;99121991317905763;99122809761905763;99122753382505763;990009803810305765;99122096816205763,1650,9981
Første verdenskrig,Hew Strachan,Bog,"alment niveau,voksenmaterialer",1914-1918. 1. verdenskrig,50872068;25425774;25805461;26227747;24572188;01483056;05582482,,1359,9982
Fru Marie Grubbe,J. P. Jacobsen (f. 1847),Bog,voksenmaterialer,"biografiske romaner,historiske romaner",48030327;24747506;51051467;21797723;52313074;26067537;06987648;05316936;06748295;22372408;20676981;06272347;00990841;40163530;06090478;570901;04372654,99122265366405763;99122479362205763;99122813467805763;9920743472105762;99123356359505763;99122127777805763;99122637446905763;99122479386305763,1499,9983
Dracula,Bram Stoker,Bog,voksenmaterialer,gys,47790115;22121286;135389544;06874118;22425862;28591349;28583893;22086340;24306402;07110162;45395979;45859940;45857786;40241906;05847664;27167357;01333992;26713560;42589497;24788059;45202836;39238373;45668649;43213725;44120275;10435374;45017133;44923610;44078597;44414252;45971015;26710944;45057151;45442748;44248654;51000471;62816929;42243159;43199552;136240412;2213666;133955909;1240928;04006178;477960;44291320;44746883;42100471;42019593;42062537,9920615998905762;99122115068405763;9920647134905762;99122490693305763;99122377851705763;990001188240305765;99124397452305763;990005723270105766;99122289156805763;99122377959705763;99122524872905763,1426,9984
Germany,Marc Di Duca,Bog,"alment niveau,voksenmaterialer",tyskland,46408454;61698744;52401216;45363724;53409679;52441323;51530845;52305233;28235151;44382768;47941598;135667226;52358337;47278171;44712296;46632494;45042030;45348601;51366360;45014274;43797107;26555981;25261542;51633199;45105199;44310406;45696766;44252341,99122895157805763;99122808358205763;99122899120505763;99122398636505763;99122482275405763,1501,9985
Anden verdenskrig,Antony Beevor,Bog,"alment niveau,voksenmaterialer",1939-1945. 2. verdenskrig,29450161;135416754;25683781;26216796;25697065;25816803;52995922;46285514;05280044;01990861;51232011;01230824;136817116,99122734753205763;99122103985905763,1826,9986
Portugal,Gregor Clark,Bog,"alment niveau,voksenmaterialer",portugal,61491805;47514703;45887049;53433154;39322218;53563554;45557960;62687029;47251079;62014091;45035034;48051464;61706941;136106716;52330211;44611600;27435246;44115166;54142153;50884899;26556147;25718321;45169871;45897109;45297330;44856255;51530489;44908816;20996609;45543218;42529680;07187505;45911853;08415285;28076673;03111407;05659426;43270966,99122739612605763;99121942508305763,2359,9987
D-dag,Antony Beevor,Bog,"alment niveau,voksenmaterialer",1939-1945. 2. verdenskrig,27805701;25688597;29859752;23823845;46409752;24030105;29504482;24368653;51121538;25697189;51231368;07537174;29016321;01482483;136808427,99122141427505763;99122977420605763;99122964563605763,1854,9988
Koranen,Ellen Wulff,Bog,voksenmaterialer,islam,26515335;54750927;26270731;23403668;50841472;39303728;24985229;27930034;48318029;25360370;06863671;52846854;20913460,99122836872805763;99123419306005763;99123814087305763;99122096956205763;99122610810705763;99122654784305763;99122526426705763,1376,9989
Blod,Bengt-Erik Engholm,Bog,"folkeskoleniveau,børnematerialer",kredsløbet. hjertet,54541368;28185898;51526643;28174861;28051778;135690872;21207187;134007362;03979407;134878509;528234,99122772229505763,1606,9990
