faust_number,isbn,book_title,book_author,isbn_scraped,top10k
52683335,,Svenske gummistøvler,Henning Mankell,9788702217919,6068
53587550,,Finn får en Filur,Marie Duedahl,9788793592858,6069
38373234,,Breve til livet,"Anne Sofie Allarp,Ditte Giese",9788772390451,6070
46724801,,Muhammad Ali,Isabel Sánchez Vegara,9780711245884,6071
52021758,9788771629200.0,Dybt fald,Karin Slaughter,,6072
52451000,,Slut med forbudt,"Morten Svane,Morten Elsøe",9788740027228_6073,6073
46747836,,Søg og find med Plet - masser af farver,Eric Hill,,6075
52048214,,Dø igen,Tess Gerritsen,9788776776411_6076,6076
47822408,,Offer,Paul Cleave,9788742601570_6077,6077
51087577,,Miks mus,Maria Rørbæk,9788702287516,6078
52956366,9788758826417.0,Skyriel,Lene Dybdahl,9788758841397,6079
45973174,,Mig og min fe-mor,Sophie Kinsella,,6080
21881783,,Kaj har en gave,Mats Letén,9788700312647_6081,6081
51725875,,Jeg vil også gå i skole,Astrid Lindgren,,6082
48840663,,Strikket julepynt,Thea Rytter,9788740663679,6083
52086701,9788711458075.0,Magtspillet,Danielle Steel,,6084
47720648,,Ansigtsyoga,Danielle Collins,9788793867376,6085
51735781,,Turen går til Azorerne,Frank Sebastian Hansen,9788756798532,6087
134784911,,Gurli Gris på rumrejse - kig og find,,,6088
54686064,,Selv de værste monstre børster tænder,Jessica Martinello,,6089
55116822,,Al kødets gang,Ambrose Parry,9788770070683,6090
51749278,,Feriegæsterne,Emma Straub,9788712053675,6091
39257785,,Gekko,Jan Kjær (f. 1971),9788794181006,6092
46668103,9788793755567.0,Københavns brand,"Søren Ellemose,Morten Ellemose",9788793755406,6094
51332911,,Våbenskjold,Thomas Enger,9788771462883_6095,6095
38718819,,Peter Pedal i de sjove labyrinter,,,6096
48922015,9788741514307.0,Gurli Gris - der var engang,,,6097
54438044,,Pippi Langstrømpe - tullahop,Astrid Lindgren,9788702265996,6098
54008872,,Far og Hasan ser en ulv,Marie Duedahl,9788740620863,6099
53812503,9788711935323.0,Sommerfolket,Ane-Marie Kjeldberg (f. 1960),9788726102505,6100
53269354,,Jens og Liv i Tivoli,Maria Rørbæk,9788702222173,6101
54862059,,Tigerens bytte,Wilbur A. Smith,,6102
48029825,,Venlige øjne på dig selv,Ilse Sand,9788702299328_6105,6105
53727972,9788711921098.0,Black notice. Afsnit 4,Lotte Petri,9788711787342,6106
28060408,9788771896619.0,Morderisk bedrag,Dan Brown,9788771896602,6107
52342325,,Rabalder i børnefamilien,"Tina Wiman,Bo Hejlskov Elvén",9788771584264,6108
51743385,,Den store snikke snakke bog,Ina Victoria Schou Haller,9788711698839_6109,6109
46718291,,Driblekongen,Lars Bøgeholt Pedersen,9788793222878,6110
53162827,,Kvinden i kahyt nr. 10,Ruth Ware (f. 1977),9788702261660_6111,6111
52885450,,Den rette mand,Lee Child,9788742605998_6112,6112
135758795,,Ærø manifestet,Maj My Humaidan,,6113
26492947,,"Margret og H.A. Reys Glædelig jul, Peter Pedal!",,,6116
29443785,,Molly - den lille smuglerhund,Isabelle Halvarsson,9788702121841,6117
28605021,9788792165985.0,Greven af Monte Cristo,Alexandre Dumas,9788762731790,6118
46474716,,De tre små grise,Dina Gellert,,6121
47354234,,Stjernevidenskab,Rosie Banks,9788762732551_6122,6122
29253196,9788711392683.0,Magtens sværd,Wilbur A. Smith,,6123
54933789,,Strik til minimennesker,Birgitte Nørgaard (f. 1992-05-31),9788797075500,6124
61516441,,"Mit liv, min linedans",Sonja Oppenhagen,9788711998519,6125
48215246,9788793660199.0,Missil,Nis Jakob,,6126
46542991,,Første biler,,,6127
54627726,,Jens,Jens Smærup Sørensen,,6128
39365812,,Hvor lyset slipper ind,Louise Penny,9788740068184_6130,6130
48503039,,Karen Klarbæks servietsamling 2,,,6133
47148901,,Margrethe - en lille dronning,"Marianne Kiertzner,Louise Dorthea Vind",,6134
47930146,,Fabergés sidste æg,Steffen Groth,9788793758971,6135
54555393,9788726064797.0,Klap ikke katten,Maria Lang,9788728452509,6136
38549251,,100 idéer til genbrug og krealeg,Fiona Hayes,9788772055121,6137
51519590,,Du lovede jo!,Line Kyed Knudsen,9788711904886_6138,6138
54650752,9788793404229.0,Barnestjernen fra Bryggen,Jan Priiskorn Schmidt (f. 1951),9788793404090_6139,6139
52793769,,"Timmy Taber - en bog, du ikke må læse",Stephan Pastis,9788771653113,6140
51829115,9788711341827.0,En ond cirkel,Wilbur A. Smith,,6141
48827527,9788726381399.0,Nazisternes mysterier,,,6143
53316298,,Sunde madpakker,Kaja Nymand,9788711568422,6144
46099915,,Natbjørnen Tjugga,Emilie Melgaard Jacobsen,9788794008884_6145,6145
52452147,,Antiinflammatorisk hverdagsmad,Camilla Clevin,9788793231870,6146
135593885,,Kvinden på isen,Frida Skybäck (f. 1980),,6147
51614593,,Solsorten synger,Linda Olsson,9788793338111,6148
46023072,,Ea 3.a - hvem er du?,Puk Krogsøe,,6151
50978559,,Slut put finale!,,,6154
52915465,9788711725627.0,De forsvundne børn,Jørn Jensen (f. 1946),9788711670453,6156
53665640,,De er to,Kirsten Ahlburg,,6157
53938779,,Hvad er sex?,Sabine Lemire,9788702256154_6159,6159
52261678,,Playground,Lars Kepler,9788743407232_6162,6162
61353275,,Fantus - her er Fantus!,,,6163
135126209,,Den forsvundne søster,Lorna Cook (f. 1982-02-23),9788771165326_6164,6164
29276188,,Divergent. Bind 1,Veronica Roth,9780062345219,6165
47841054,,Jeg vil ha' en godnathistorie,Tony Ross,9788772052861_6166,6166
134286679,,Kager & desserter,Ann-Christine Hellerup Brandt,9788740074543_6168,6168
52778107,9788711335468.0,Max is missing,"Sanne Haugaard,Pia Aagesen",9788711915295,6169
46771974,,Turen går til Grønland,Svend Erik Nielsen (f. 1956),9788740079869,6170
47811406,,En slange i dybet,Nicole Boyle Rødtnes,,6171
51901894,,61 timer,Lee Child,9788776777708_6172,6172
29890641,9788758815725.0,Blodslaven,J. R. Ward,9788758810034,6173
54342969,9788726045321.0,Verdens grimmeste pige,Kim Fupz Aakeson,,6174
39202727,,Find Plet i børnehaven,Eric Hill,9788711982273,6175
54976968,,Milan og suttetræet,Kathleen Amant,9788740651676,6176
47582725,9788726148695.0,Mission hvalpepasning,,,6177
54043465,,Percy Jackson og titanens forbandelse,Rick Riordan,9788727120300_6178,6178
54973632,,Godnathistorier for rebelske piger 2,"Elena Favilli,Francesca Cavallo",9788772007403_6179,6179
50754677,,Sort daggry,Thomas Rathsack,9788740025286_6180,6180
51704304,,Rosa ser film,Jørn Jensen (f. 1946),,6181
46059379,,Historien om Arthur Truluv,Elizabeth Berg (f. 1948),9788702316810,6182
51983327,,Thomasines frihed,Maria Helleberg,9788763834605_6184,6184
39010755,9788726685046.0,Dronningen længe leve!,,,6186
53586937,,Paddington i zoo,Michael Bond,9780008326050,6187
38880373,,Silja den magiske enhjørning får ting til at ske,Mila Berg,9788775667789,6188
53987729,,Kold angst,Mads Peder Nordbo,9788740056600_6190,6190
26332451,,En rigtig ridder,Mary Pope Osborne,,6191
53563325,,Peter Pedal leger i sneen,Rotem Moscovich,,6192
46233077,,Kom med ud i rummet,Timothy Knapman,,6193
62501057,,Flugten fra ghettoen,Chaim Herszman (f. 1926),,6195
54989091,,Elmer - kig og find,David McKee,,6196
53969046,,Bo ser en boa,Marie Duedahl,,6197
54801580,,Laura bliver storesøster,Liane Schneider,9788772051239,6199
54516657,,Medusa - monster,Nicole Boyle Rødtnes,9788741500713_6200,6200
53135870,9788771892314.0,Mercedesmanden,Stephen King (f. 1947),9788772020150_6202,6202
46399803,,Simone de Beauvoir,Isabel Sánchez Vegara,,6203
46384687,,Vegetarisk hverdag,Sebastian Mathson Randrup,,6204
31829259,,Spar & spis,Anette Harbech Olesen,9788740082470_6205,6205
51595327,,Kirurgen,Tess Gerritsen,9788776777692_6206,6206
54140541,,Carl er Carl,Ida Jessen (f. 1964),9788763853545_6207,6207
52937221,9788711641583.0,Calendar girl. 6,Audrey Carlan,9788711659250,6208
39066882,,Lasse og Laura i trafikken,Pauline Oud,9788740671261,6210
134490519,,Vovserne holder fest,Hollis James,,6212
27463541,,Æggene,,,6213
54580169,,Dyreshowprisen,Rosie Banks,9788762730328,6214
46307399,,Ninja Niller på museum,Rune Fleischer,9788728459669,6217
53731767,,Sommer i Amerika,Nora Roberts,,6218
39116065,9788726701975.0,Kampen mod de onde!,,,6219
51648927,9788711457801.0,Wild,Cheryl Strayed,9781782394877,6220
62106948,,Hvor er Altmuligsmølf?,,,6221
29600406,,Pippi plyndrer juletræ,Astrid Lindgren,9788702132816_6222,6222
53647804,,Noah i 0.a,Marie Duedahl,,6223
48573177,,Ellas nattelys,Lucy Fleming,,6224
54046529,,K (knit),Helga Isager,,6226
51284798,9788771624014.0,Forbryder,Karin Slaughter,,6227
54138741,9788711963425.0,Når helvede fryser til is,Lars Toxværd (f. 1970),9788792984562,6228
54986971,,Mod alle odds,Danielle Steel,9788711906644,6231
38940066,,Kristian på sporet af - verdens vilde traditioner,Kristian Gintberg,9788740078671_6233,6233
52945496,,Sandgrav,Helene Tursten,,6234
62516054,,Hunter i Huskvarna,Sara Stridsberg,9788793980679_6235,6235
39429977,,Magisk hækling,Lee Sartori,,6237
62187743,,Bizarre fortællinger,Olga Tokarczuk,9788702326970,6238
53745636,9788711921104.0,Black notice. Afsnit 5,Lotte Petri,9788711921104,6239
54997590,9788702276626.0,Rasmus på farten,Astrid Lindgren,9788702208764,6240
28137214,9788770534260.0,Vejen til Jerusalem,Jan Guillou,9788770531191,6241
52934443,,Lille Krokodille kan ikke sove,Birde Poulsen (f. 1953),9788779163973_6242,6242
47597935,,Genforening,Pernille Juhl (f. 1963),9788797015087_6244,6244
46360613,,Englene danser i daggryet,Camilla Davidsson,9788793834125_6245,6245
38419412,,Det er ikke min enhjørning,Fiona Watt,9788762736498,6248
52521297,,Jeppes nye finte,Jørn Jensen (f. 1946),9788777197604_6249,6249
50856178,,Prinsessen på tærten,Rune T. Kidde,,6250
52061199,9788771650815.0,Vildheks. 6,Lene Kaaberbøl,9788771052497_6251,6251
29949832,9788711377079.0,Den glemte grav,Simon Beckett,,6252
38584227,9788702320718.0,Tænk som en munk,Jay Shetty (f. 1987),9788702301502_6253,6253
53326404,,"Lille bille, stor giraf",,,6255
53681603,9788740045543.0,Det onde,Stephen King (f. 1947),9788740044249,6256
52136490,,Mik er sej,Maria Rørbæk,9788702188264,6257
48729924,,Børneavisens kogebagebog,,,6258
51722205,,Paradis 42,Kasper Hoff,9788702171204_6259,6259
62712651,,Seje maskiner,Line Halsnes,9788702356793_6260,6260
54175043,,Alvina - skyggesøster,Chloé Esposito,,6261
20847700,,Kaj er væk,Mats Letén,9788700209961_6262,6262
52893356,,Papirpenge,Ken Follett,9788763847261_6263,6263
54011628,9788771772111.0,Ali Baba og de 40 røvere,Dorte Nielsen (f. 1950),9788771772111,6264
48334601,,Den plantebaserede kost,"Maria Felding,Tobias Schmidt Hansen",9788793679894_6265,6265
51618335,,Bo i flyet,Kirsten Ahlburg,,6266
39202689,,Dyreunger,Sebastian Klein,9788727000176_6267,6267
39148188,9788726701906.0,Superheltene går til angreb,,,6268
47227216,,Askepot,Christian Bach (f. 1979-02-06),,6269
62756144,9788794327169.0,Dem som hævner,Jens Strandbygaard,,6270
47254868,9788770185530.0,Se en hund,Marianne Randel Søndergaard,,6271
51928377,,Efter mørke,Pernille Juhl (f. 1963),9788799660551_6272,6272
47112346,,Kongernes konge,Wilbur A. Smith,,6273
134989165,,Ørkenstjernen,Michael Connelly,9788772048574,6274
48548571,,Isadora Moon har en soveaftale,Harriet Muncaster,9788740663617_6275,6275
54970102,9788726024579.0,"Utro, håb og kærlighed",Annette Engell,9788726100006,6276
52523133,9788711677551.0,Elsker mig for evigt,,,6278
52793289,,Bronzenøglen,"Holly Black,Cassandra Clare",9788771054347_6279,6279
62984562,,Halleholm - Lovisas valg,Ruth Kvarnström-Jones,9788702364613_6280,6280
54555628,9788726068849.0,Et juleeventyr,Charles Dickens,9788775926381_6281,6281
27377254,,Doktor Proktors pruttepulver,Jo Nesbø,9788771657654_6283,6283
46213327,9788726139822.0,Den sporløse,Morten Remar,,6284
51946596,,Underkastelse,Michel Houellebecq,9788794024396,6285
39194937,,Det du ikke ved,Anna Jansson,9788772381275_6287,6287
52389097,,Tiberius Tudefjæs danser tango,Renée Toft Simonsen,9788740031355_6289,6289
61793453,,Stille nat,Danielle Steel,9788711991893,6290
54216491,,Dødsdømt,Sharon Bolton,9788742600283,6293
54236719,,Coco Chanel,Isabel Sánchez Vegara,9781847807717,6294
48180639,,Politi,Ulrik Jørgensen (f. 1974-06-10),,6295
61965947,,Gå godt,Mikael Kamber,9788740082180,6296
53456286,,Dinosaurer fra A til Z,Dustin Growick,9788762728790_6297,6297
54126727,,Busters potte,Pauline Oud,9788740661736,6298
29160813,,I nat er du død,Viveca Sten,9788772003832,6299
39134543,,Prinsessen der blev bogstavbims,Maria Rørbæk,9788702307573_6300,6300
47749719,,Fem rappe rimfortællinger,Marianne Iben Hansen,9788702101591_6301,6301
52600618,,Tyskland,Marc Di Duca,,6302
29894639,,Milliardærdrengen,David Walliams,,6303
28111266,9788770893329.0,Tankados kode,Dan Brown,9788791746635,6304
52338336,9788711490822.0,Monsun,Wilbur A. Smith,,6306
62098341,,Løft en flap - til hovedkvarteret,,,6308
53113621,,Batman,Søren Hemmingsen,9788791299445,6309
26658438,,Willi har skoldkopper,,,6310
38743309,,99 minimalistiske husråd,Maria Rohde Madsen,9788793951778,6311
39066785,,Putteritualet,Sine Ditlev Bihlet,9788797297001,6313
53865496,9788711957325.0,Den dunkle profeti,Rick Riordan,9788711692158_6314,6314
53448410,,Spækhugger,Henrik Enemark,9788740618044,6315
52034051,9788762725355.0,Farlige dyr,Rebecca Gilpin,,6318
135372862,,Ud af ti mænd,Jesper Wung-Sung,9788740081640,6319
52778158,9788711335451.0,A good friend,"Sanne Haugaard,Pia Aagesen",,6320
47763304,,Den hængte mand,Simon Kernick,,6321
52503728,9788702202502.0,Hvide løgne,M. Leighton,9788702207088,6322
53700853,,Isadora Moon laver ballade,Harriet Muncaster,,6323
46145453,,Max ser en sav,Marie Duedahl,9788740654295,6324
29960844,,"Løb, Ris og Ras!",Helle Dyhr Fauerholdt,9788702284683_6325,6325
46503937,,Snesøstre - den frosne regnbue,Astrid Foss,9788762732773_6326,6326
48557228,,Giv slip,Amy Daws,9788702284447,6327
53052843,,Tavse stemmer,Ann Cleeves,9788712067863_6328,6328
54873492,9788702279016.0,Den tynde hud,Troels Kløvedal,9788702264104,6329
27067948,,Det giftige bæst,Peter Gotthardt,9788711402207,6330
28456921,,Den skaldede mand,Jakob Martin Strid,9788773783290_6331,6331
47384311,9788763864916.0,Når hjertet er en elpisker,Mette Vedsø,9788763863575_6336,6336
38230581,,En ko på No,Marie Duedahl,9788723548740,6337
47384532,,Mobbemaskinen,Bodil El Jørgensen,9788702286557,6338
28721978,,Et hjem til Frankie,Maeve Binchy,,6339
53456235,,Syndfloder,Kristina Ohlsson,9788771468168_6340,6340
28729782,,Mi og Mo i Søby,Helle Dyhr Fauerholdt,9788702287509,6341
48896219,9788758841472.0,Far til fire & vikingerne,Thomas Friis Pedersen,,6342
47472458,9788702291933.0,Duellen i Araluen,John Flanagan,9788702289824,6343
54658621,,Ib i gips,Marie Duedahl,9788740651942,6344
53701078,,Min store bog om biler og andre ting med fart på,Stefan Lohr,,6345
62021632,,Havets magi - flugten fra Orcra,Nicole Boyle Rødtnes,9788741519753_6346,6346
51880854,9788711473634.0,En lille bog om Blixen,Sune de Souza Schmidt-Madsen,9788711915394,6347
62021667,,Alt på spil,Heléne Holmström (f. 1984),9788702322972_6348,6348
54181744,,Harry Potter,,,6349
51198077,9788740011838.0,Vi kan sove i flyvemaskinen,Ulla Terkelsen,9788740040487_6350,6350
53576974,,Enhjørningens magi,Emil Blichfeldt,,6351
39163101,,Allerbedste Molly - på telttur med klassen,Sabine Lemire,9788702316865_6352,6352
52257719,,Zootropolis,,,6353
48264077,9788726312577.0,My little pony - Equestria girls - musikkonkurrencen,Perdita Finn,9788726278279,6354
135176893,,Et hus med tusind øjne,Benni Bødker,9788702382440_6356,6356
54170947,,My og en si,Kirsten Ahlburg,9788772142074,6357
39362759,9788702332094.0,Sne i april,Rosamunde Pilcher,,6358
53429114,,Olivia og Anton på skattejagt,Katerina Janouch,,6359
50725200,,Sigøjnerinden fra Sevilla,Ildefonso Falcones,9788763839044_6362,6362
46107748,,Hjerte af pap,Kristina Aamand,9788711982501,6363
50754626,,101 dalmatinere,,,6364
38512986,,Wim Hof-metoden,Wim Hof,9788702302684_6365,6365
51306805,,Troskabens bånd,Barbara Taylor Bradford,9788702300857_6366,6366
48557171,,"Anna, Banana - det uheldige trylleshow",Anica Mrose Rissi,9788726425857,6368
53071740,,Karen Klarbæks klude - og gæstehåndklæder,Karen Predbjørn Klarbæk,,6370
53992897,,Bob i Balle by,Kirsten Ahlburg,9788777198656,6371
47017912,,Lasse & Lillebror - løber hjemmefra,Glenn Ringtved,9788702280081,6372
54134606,,Min muse,Jessie Burton (f. 1982),,6373
135666033,,Jeg er egentlig ikke sådan,Marie Aubert,9788727022543_6375,6375
53624723,,"Tillykke, Peter Pedal",Emily Flaschner Meyer,,6376
51050533,9788763835916.0,Ondskabens engel,Kenneth Bøgh Andersen,9788763821964_6380,6380
26658411,,Willi og de nye sko,,,6382
47608228,,Dresden 1945,Sinclair McKay,9788711911181_6383,6383
39510294,,I det fjerne,Hernan Diaz (f. 1973),9788711999042,6385
51470168,,Milles pony,Jørn Jensen (f. 1946),,6386
47820871,9788726259421.0,My Little Pony - 12 små historier,,,6387
28381697,,Katla & Knøs. Bind 2,Peter Gotthardt,9788771654820,6390
53612229,9788793646063.0,Liverpool,Asker Hedegaard Boye,9788775491698,6391
29190372,,Bundfald,Jørn Lier Horst,9788770070027_6392,6392
48060722,,Hønsestrik - en kærlighedserklæring,Anna Bauer,9788740673227,6394
48330037,,Kød og fred,"Anders Morgenthaler,Marie Louise Tüxen",9788702288926,6399
28729774,,Mi og Mo i Kina,Helle Dyhr Fauerholdt,9788702285352,6400
54531907,9788771075694.0,Sammenbruddet,B. A. Paris,,6402
61959076,,Encanto,Naibe Reynoso,,6405
52336910,,Svømmehalsmysteriet,Martin Widmark,9788740620269,6406
46724623,,Karen Klarbæks hæklede klude,Karen Predbjørn Klarbæk,,6407
50618595,,Evas sidste nat,"Jeanette Øbro Gerlow,Ole Tornbjerg",,6408
47917085,,Se den anden vej,Torkil Damhaug,9788770073387,6409
52820480,,Noma er kok,Anne-Marie Donslund,,6410
27462928,9788790100414.0,Rent guld i posen,Bjarne Reuter,,6411
50703940,,I skjul,Karin Slaughter,,6412
53203736,,Rosa skal ud og flyve,Anna-Karin Garhamn,,6414
52358043,9788711597774.0,De 5 på gården,Enid Blyton,9788711982365_6415,6415
54871457,,BFF - Vilde bliver bange,Line Leonhardt,9788723530684,6416
48652581,,Sur for en sikkerheds skyld?,,,6417
48024017,,Keto bagning,Urvashi Pitre,,6418
46360745,,Bitter frugt,Harriet Tyce,9788702264432,6420
48733263,9788726093018.0,Familiens ære,Danielle Steel,9788726103939_6421,6421
39567369,9788797270271.0,Når naturen kalder,Zack Zombie,9788799592883_6423,6423
47387914,,Mumitrolden blæser væk,,,6424
52849551,,Maestro,Geir Tangen (f. 1970),9788771467284,6426
29363331,9788711408186.0,Min kamp. 1. bog,Karl Ove Knausgård,9788711399941,6428
52586615,,Juvelhulen,Rosie Banks,9788762723849_6429,6429
52530377,,Jens og Liv bader,Maria Rørbæk,9788702198485,6430
52226198,,Lola på jagt,Jørn Jensen (f. 1946),9788771770063,6431
45962369,9788726119800.0,Psykopater i jakkesæt,Sanne Udsen,9788711349496,6432
46041453,,"De ting du først kan se, når du sætter farten ned",Haemin Sunim,9788772006932_6434,6434
45962423,9788741505152.0,5 minutters eventyr : Askepot - og andre 5 minutters eventyr,Peter Gotthardt,9788741505152,6435
54039174,,Sokkebogen,Kerstin Balke,,6436
54471866,,Normal people,Sally Rooney,9780571334650_6437,6437
47227194,,Alle tre på udflugt med børnehaven Ærten,Maria Nilsson Thore,,6438
54234139,9788726037173.0,Glade dage i Kronprinsessegade,Benjamin Jacobsen (f. 1915),9788711812693,6439
62198648,9788702350487.0,I år er alting anderledes,Ina Bruhn,9788714197407,6440
48788297,9788793951969.0,"Yes, det er fredag?!",,,6441
52521300,,Jeppe til udekamp,Jørn Jensen (f. 1946),9788777197611,6442
39044854,,Ketoflex 3-3-1,Thorbjörg Hafsteinsdottir,,6444
45962601,9788726092011.0,Jungledyret Hugo - den store filmhelt,Flemming Quist Møller,,6446
62982063,9788758849799.0,Større end os to,Christina Bonde (f. 1978),,6447
47366712,,Elsk din (overgangs)alder,"Gitte Høj (f. 1966-01-26),Lone Gjørtsvang",9788772044583_6448,6448
